idiom_word,idiom_meaning
গাঁয়ে মানে না আপনি মোড়ল,স্বঘোষিত নেতা
গা এলিয়ে দেওয়া,হাত পা ছেড়ে শোয়া
গা করা,মনোযোগ দেওয়া
গা করকর করা,ঈর্ষান্বিত
গা কশকশ করা,আক্রোশযুক্ত
গা কাঁপা,প্রচণ্ড ভয়
গা কেমন করা,অস্বস্তি
গা গতর,সর্বাঙ্গ
গা গরম,অল্প জ্বর
গা গুলানো,বমির উদ্রেক
গা ঘামানো,পরিশ্রম
গা ঘেঁষা,অন্তরঙ্গ হওয়া
গা চাটাচাটি করা,ভালবাসা জানানো
গা ছাড়া,আগ্রহহীন
গা জুড়ানো,স্বস্তি
গা-জুরি,গোঁয়ার্তুমি
গা জুরি করা,বলপ্রয়োগ
গা জ্বলা,অতিশয় ক্রোধ
গা জ্বালা করা,ঈর্ষান্বিত
গা ঝাড়া দেওয়া,জড়তা কাটানো
গা ঝিম ঝিম করা,অসুস্থতা
গা টেপাটেপি করা,ইঙ্গিতে কথা
গা ঢাকা দেওয়া,আত্মগোপন
গা ঢালা,নিরুদ্যম
গা তোলা,ঘুম থেকে উঠা
গা দেওয়া,উৎসাহ দেখানো
গা নাড়া দেওয়া,চলে ফিরে
গা পেতে নেওয়া,মেনে নেওয়া
গা মাটি মাটি করা,আলস্য
গা মোড়া,আলস্য ভাঙ্গা
গা ম্যাজম্যাজ করা,অস্বস্তি
গা লাগানো,মনযোগী
গা সহা,অভ্যস্ত
গা শোঁকাশুঁকি করা,অন্তরঙ্গ
গাওয়া,সাক্ষ্য
গাঙ,গঙ্গা
গাঙ পেরুলেই পাটনী শালা,স্বার্থসিদ্ধি পর উপকারী নয়
গাঙ্গুরাম তেলি,নগণ্যব্যক্তি
গাছ না উঠতে এককাঁদি,ফলের আগে ভোগকল্পনা
গাছকোমর বাঁধা,আঁচল কোমরে
গাছগাছড়া,বুনো লতা
গাছপাগল,উন্মাদ
গাছপাথর,অনেক বয়স
গাছপালা,গাছ লতা
গাছে কাঁঠাল গোঁফে তেল,প্রাপ্তির আগে ভোগ
গাছে চড়ানো,অযথা প্রশংসা
গাছে তুলে মই কাড়া,আশা দিয়ে নিরাশ
গাছের ফল,সহজলভ্য
গাছেরও খাওয়া তলারও কুড়ানো,স্বার্থপর
গাট্টা-গোট্টা,সুগঠিত
গাড্ডা,বিপদ
গাড্ডা মারা,অকৃতকার্য
গাড্ডায় পড়া,বিপদে পড়া
গাড়ল,মূর্খ
গাড়িঘোড়া,যানবাহন
গাড়িঘোড়া চড়া,বিলাস
গাড়ি ফেল করা,গাড়ি ধরতে না পারা
গাড়ুর দামে খাড়ু যাওয়া,অল্পের জন্য মূল্যবান নষ্ট
গাণ্ডু,বুদ্ধিহীন
গাণ্ডেপিণ্ডে গেলা,অপরিমিত আহার
গাত্রজ্বালা,ঈর্ষা
গাত্রোত্থান,বিছানা ছাড়া
গাদাগাদি,প্রচুর জমায়েত
গাধা,নির্বোধ
গাধা পিটিয়ে ঘোড়া করা,বোকাকে চালাক
গাধার খাটুনি,অতিরিক্ত খাটুনি
গাধার জল খাওয়া,স্বভাব দোষ
গাধার পিটুনি,নির্মম প্রহার
গাধার রাগিণী,উৎকটস্বরে চিৎকার
গান্ধর্ববিবাহ,ইচ্ছানুসারে বিবাহ
গাপ করা,গোপনে আত্মসাৎ
গাফিলতি,অবহেলা
গাবদাগোবদা,বেমানান চেহারা
গায়ে কাঁটা দেওয়া,ভয়ে রোমাঞ্চ
গায়েগায়ে,ঘেঁষাঘেঁষি
গায়ে গায়ে শোধ,ঋণ পরিশোধ
গায়ে গু মাখলে যমও ছাড়ে না,দোষীর নিস্কৃতি নেই
গায়ে জ্বর আসা,আশঙ্কিত হওয়া
গায়ে তেল হওয়া,উদ্ধত হওয়া
গায়ে থুথু দেওয়া,ঘৃণা করা
গায়ে পড়া,অযাচিত
গায়ে ফুঁ দিয়ে বেড়ানো,দায় এড়ানো
গায়ে ফোসকা পড়া,ঈর্ষান্বিত
গায়ে বিষ ছড়ানো,ক্রোধ হওয়া
গায়ে মাখা,আমল দেওয়া
গায়ে মাংস লাগা,মোটা হওয়া
গায়ে লাগা,মর্মে আঘাত
গায়ে সওয়া,অভ্যস্ত
গায়ে হলুদ,বিয়ের অনুষ্ঠান
গায়ে হাত তোলা,প্রহার
গায়ে হাত না দিয়ে কথা বলা,পরের নিন্দা
গায়ের চামড়া ছাড়ানো,ভীষণ প্রহার
গায়ের জোর,গোঁয়ার্তুমি
গায়ের ঝাল ঝাড়া,প্রতিশোধ
গায়েব,আত্মসাৎ
গায়েবী চাল,আড়াল চাল
গায়েবী ধন,গুপ্তধন
গায়ের জল,স্বাস্থ্য
গায়ের জ্বালা,ঈর্ষা
গালকুট করা,নিন্দা
গালগল্প,অবাস্তব কথা
গালপাট্টা,গালজোড়া দাড়ি
